1girl,1女孩
beach_umbrella,沙滩伞
grey_gloves,灰色手套
tentacle_sex,触手奸
spoken_musical_note,表哼歌的会话气泡
doll_joints,玩偶球形关节
poolside,在泳池边
suggestive_fluid,暗示性的白色液体
merry_christmas,圣诞快乐
bubble_skirt,蓬蓬裙
aqua_background,水蓝色背景
green_shorts,绿色短裤
red_coat,红色外套
nightgown,睡袍|睡衣
multicolored_dress,多色款连衣裙
pregnant,怀孕
waist_cape,穿在腰部的小披风
bandaid_on_leg,腿上贴着创可贴
brown_cardigan,棕色开襟衫
over-kneehighs,过膝
bra_pull,拉下的胸罩
mouse,老鼠
animal_hat,动物主题帽饰
no_eyes,没画出眼睛
green_kimono,绿色和服
green_footwear,绿色鞋类
fur,毛皮
speed_lines,速度线
soga_no_tojiko,苏我屠自古
tokiwadai_school_uniform,常盘台中学校服
white_collar,白色领子
kotatsu,被炉
yawning,打哈欠
twisted_torso,躯干夸张地扭曲
clipboard,写字板
holding_bow_(weapon),拿着弓（武器）
whip,鞭
purple_bra,紫色胸罩
mechanical_halo,机械式天使光环
expressions,表情绘（各种表情）
black_tank_top,黑色无袖紧身背心
wine,葡萄酒
holding_chopsticks,拿着筷子
skull_hair_ornament,骷髅发饰
cum_on_ass,射在屁股上
loincloth,遮裆布
hoshii_miki,星井美希
plaid_scarf,格子呢围巾
pillar,柱子
cow_tail,牛尾
damaged,受损的
weapon_over_shoulder,肩上的武器
paper_fan,纸扇
female_orgasm,女性高潮
playing_games,打游戏
shelf,架子
polka_dot_panties,圆斑内裤
standing_split,一字马|站立劈叉|站立高抬腿
stand_(jojo),替身（JOJO）
braided_bun,辫子髻
superhero,超级英雄
astolfo_(fate),阿斯托尔福（fate）
river,河
cardboard_box,纸板箱
time_paradox,不在同时间线的角色
ear_blush,耳红
grapes,葡萄
sweating_profusely,大汗淋漓
castle,城堡
street,街道
pink_gloves,粉色手套
baseball_bat,棒球棍
female_pervert,痴女
between_fingers,（突出）指间
flat_color,纯色块|平涂|平色
gigantic_breasts,魔乳（F
red_collar,红色颈圈
footjob,足交
flag_print,旗帜印花
grey_headwear,灰色头饰
wet_panties,湿内裤
black_horns,黑色的角
argyle_legwear,含菱形花纹的裤子
police_uniform,警服
holding_spoon,拿着汤勺
tape,胶布
orb,球体
see-through_sleeves,半透的袖子
huge_penis,大阴茎
female_ejaculation,潮吹
breast_envy,胸围歧视
super_crown,库巴大王梗
bare_tree,枯木
laptop,笔记本电脑
unmoving_pattern,连续重复的花纹
waistcoat,马甲
forehead_protector,护额
bestiality,人兽|兽交
sparkling_eyes,星星眼
dressing,穿衣
thighhighs_under_boots,长袜、过膝袜等外面再穿着靴子
diamond_(shape),菱形（形状）
checkered,方格图
red_sweater,红色的毛衣
single_sock,单边穿着长袜
black_blindfold,黑色眼罩
diagonal_stripes,斜纹
pink_choker,粉色项圈
red_bra,红色胸罩
long_braid,长辫子
tengu-geta,天狗木屐
penguin,企鹅
lily_(flower),百合花
extra_arms,多余的手臂
book_stack,书堆
danmaku,弹幕
hand_on_own_stomach,把手放在自己的肚子上
competition_school_swimsuit,竞泳死库水
extra_eyes,多只眼睛
breast_suppress,手放在乳房上方
patreon_logo,打了patreon的logo
company_connection,联动
v-neck,v字领
shopping_bag,购物袋
dog_tags,狗牌
covering_face,挡住脸
blue_coat,蓝色外套
bursting_breasts,包不住的巨乳
yellow_footwear,黄色鞋类
chain-link_fence,铁网
albino,白化病
costume_switch,服饰互换
dango,团子
adjusting_headwear,整理头饰
multicolored_skin,多彩皮肤
uterus,子宫
trading_card,集换式卡牌
tail_ribbon,尾巴系着缎带
meat,肉
topknot,顶绑发
holding_hat,拿着帽子
zombie,僵尸
monocle,单片眼镜
facing_another,二人面对面（脸贴得很近）
charm_(object),强调角色魅力的
heart_cutout,心形开口
yandere,病娇
twilight,黄昏
no_socks,没穿袜子
purple_lips,紫色的嘴唇
pot,锅
exhibitionism,露出癖
emiya_shirou,卫宫士郎
water_gun,水枪
fur-trimmed_cape,毛皮镶边斗篷
hands_on_own_cheeks,双手放在自己的脸颊上
clothes_removed,脱下的衣服
bokeh,散景|焦外成像
falling_petals,落花
internal_cumshot,内射断面图
quiver,箭筒
flame,火焰
wolf,狼
sanpaku,三白眼
holding_eyewear,拿着眼镜|正在摘眼镜
fur-trimmed_capelet,毛皮装饰披肩
teardrop,泪珠
armpit_peek,吸睛的腋窝
shorts_pull,褪下短裤
c.c.,C.C.
dougi,武道服
ship,船
tail_bow,尾巴系着蝴蝶结
thong_bikini,丁字式比基尼
closed_umbrella,收着的伞
reaching,（有目的地）伸手
megami_magazine,女神杂志river
braided_bangs,辫子刘海
blood_splatter,溅血
autumn,秋天
knight,骑士
aki_minoriko,秋穰子
moaning,呻吟
onigiri,饭团
gym_shirt,体操服
military_jacket,军装夹克
hydrangea,紫阳花
microphone_stand,麦克风杆
fox_shadow_puppet,狐狸手势
holding_card,拿着卡|手持卡片
anal_beads,肛珠
heart_print,心形图案|心形印花
open_vest,敞开的背心
firing,射击
dimples_of_venus,女性的腰窝|维纳斯之眼
cum_on_tongue,射在舌头上
thigh_holster,腿上系着带子或工具包或枪套
prosthesis,假肢
stomach_bulge,小腹鼓起
fake_screenshot,伪截图（同人向玩梗向）
single_bare_shoulder,露出单边肩膀
cowboy_hat,牛仔帽
leg_warmers,腿套|暖腿袜
rose_petals,玫瑰花瓣
lance,（古骑兵的）长矛|长枪
holding_fork,拿着餐叉
breast_lift,托着胸部
convenient_leg,挡住关键部位的腿
noodles,面条
paper_lantern,提灯
family,一家子
floating_object,漂浮物
father_and_daughter,父女
turn_pale,脸色苍白
solid_circle_eyes,实心圆眼睛
jumpsuit,（尤指女式）连衫裤
flower_field,花田
bicycle,自行车
pillow_hat,睡帽
cross_earrings,十字耳环
unsheathing,拔出鞘的
colored_tips,尖端挑染
robot_joints,机械关节
amami_haruka,天海春香
colored_pencil_(medium),彩色铅笔
train_interior,列车内部|电车内部
mind_control,思维控制|洗脑
amputee,截肢|欠损
fox,狐狸
anchovy_(girls_und_panzer),安丘比（少女与战车）
skyscraper,摩天楼
multiple_4koma,多列四格漫画
yellow_hairband,黄色发带
pink_sweater,粉色毛衣
electric_guitar,电吉他
peeking_out,偷窥（的姿态）
glaring,轻蔑的眼神|怒视
vase,花瓶
green_gloves,绿色的手套
large_bow,大蝴蝶结
condom_in_mouth,口叼避孕套
full_armor,穿着全套盔甲的
visor,面罩|遮阳帽舌|遮阳板
striped_ribbon,条纹缎带
leotard_under_clothes,内层穿着紧身连衣裤
old_school_swimsuit,旧式死库水
chick,小鸡
knees_to_chest,膝靠近胸
bone,骨头
disembodied_penis,断掉的阴茎
side-by-side,人物并排
holding_wand,握着棒子
gold,金
split-color_hair,分色头发
sleeveless_jacket,无袖夹克
heart_ahoge,心形呆毛
pink_hairband,粉色发带
double_handjob,双手各握着一根阴茎
open_hoodie,敞开的连帽衫
chest_tattoo,胸部有纹身
purple_leotard,紫色连身衣
heart-shaped_box,心形盒子
single_wing,单翼
waves,波浪
knees,膝盖
brown_bow,棕色蝴蝶结
yellow_nails,黄色指甲
spring_onion,大葱
solid_oval_eyes,实心椭圆眼睛
elbow_pads,护肘
chest_jewel,胸前有宝石
plaid_bow,格子呢蝴蝶结
ladle,长柄勺
kitsune,狐人
frilled_choker,花边项圈
beer_mug,啤酒杯
swimsuit_pull,扯下泳衣
trident,三叉戟
pussy_peek,微微渗出的爱液
weapon_on_back,背上的武器
picture_frame,相框
red_wings,红色翅膀
halter_dress,绕颈裙|衬衣式连衣裙|露背吊带裙
revolver,左轮手枪
d.va_(overwatch),D.Va（守望先锋）
blinking,眨眼睛
yellow_sclera,黄色巩膜
side_braids,披在两侧的两条辫子
gourd,葫芦
naked_ribbon,裸体丝带
asuna_(sao),结城明日奈
red_bodysuit,红色紧身衣
vehicle_focus,载具的特写
sukuna_shinmyoumaru,少名针妙丸
impossible_shirt,贴合程度不合逻辑的衬衫
notebook,笔记本
blue_hoodie,蓝色连帽衫
short_necktie,短领带
bra_strap,内衣肩带
shushing,嘘（手势）
mixed_bathing,混浴
hooded_coat,连帽外套
shijou_takane,四条贵音
lowleg_bikini,低腰比基尼
whistle,口哨
ringlets,垂下的长卷发
grabbing_another's_hair,抓着对方的头发
panty_peek,微微露出内裤
holding_ball,抱着球
aiguillette,绶带
striped_skirt,条纹裙
akiyama_yukari,秋山优花里
no_mouth,没画出嘴
popped_collar,竖起来的衣领
aki_shizuha,秋静叶
fedora,软呢帽
crazy_eyes,狂气眼神|坏掉的眼神
senketsu,神衣鲜血
striped_scarf,条纹围巾
lock,锁
holding_can,拿着易拉罐
detached_wings,不与本体相连的翅膀
amiya_(arknights),阿米娅（明日方舟）
holding_strap,手拉着吊带
reverse_trap,男装|男装丽人
gears,齿轮
money,钱
grabbing_own_ass,抓着自己的屁股
sailor,水手服
faceless_female,无脸部女性
pinstripe_pattern,细条纹图案
hands_on_own_knees,双手放在自己的膝盖上
dark_blue_hair,深蓝色头发
pov_crotch,胯部主观视角
maebari,三点贴纸
brown_vest,棕色马甲
garreg_mach_monastery_uniform,加尔格·马可大修道院制服
single_elbow_glove,单手戴着过肘的手套
waking_up,起床
kisaragi_chihaya,如月千早
fur-trimmed_dress,毛皮镶边连衣裙
reverse_grip,反握
projectile_cum,精液射到空中
heart_pasties,心形乳贴
cane,杖
showgirl_skirt,展会女郎装束
orange_bikini,橙色比基尼
evening,傍晚
throne,宝座
ice_cream_cone,冰淇淋筒
tower,塔
skinny,骨感|消瘦
business_suit,职场制服|西装
kiryuuin_satsuki,鬼龙院皋月
waterfall,瀑布
lightning,闪电
polka_dot_bikini,圆斑比基尼
bandaid_on_nose,鼻梁上贴着创可贴
poking,戳
wedgie,嵌入（拉裆部衣物所致）
asymmetrical_sleeves,不对称的袖子
bow_hairband,带蝴蝶结的发带
unbuttoned_shirt,解开纽扣的衬衫
print_skirt,印花短裙
blue_fire,蓝色的火焰
poster_(object),海报（物件）
statue,雕像
butterfly_wings,蝴蝶翅膀
baby,宝宝
monster_boy,亚人
dark_elf,暗精灵
crack,裂痕
wrist_ribbon,腕带
white_bloomers,白色灯笼裤
kikuchi_makoto,菊地真
crotchless,开裆的
thigh_grab,抓着大腿
bustier,紧身胸衣
crowd,人群
medium_skirt,中等长裙子
machine_gun,机关枪
pearl_necklace,珍珠项链
streaming_tears,流泪
bullet,子弹
pocket_watch,怀表
surgical_mask,医用口罩
red_scrunchie,红色发束
boy_on_top,男上体位
boat,船
trench_coat,长摆风衣
no_pussy,无小穴
bear,熊
yellow_shorts,黄色短裤
whiskers,动物胡须|络腮胡
red_buruma,红色灯笼裤
blue_bodysuit,蓝色紧身衣
tomboy,假小子
letter,信
crab,螃蟹
bound_legs,绑腿
open_hands,张开双手
spread_anus,掰开肛门
green_pants,绿色的裤子
vertical-striped_shirt,竖条纹衬衫
oppai_loli,巨乳萝莉
animal_on_shoulder,肩上有动物
locked_arms,互挽手臂
toilet,厕所|坐便器
crotch,裆|胯
bodypaint,人体彩绘
snowman,雪人
dress_pull,剥下裙子胸口的部分
drawing,绘画
kitchen,厨房
yellow_theme,黄色主题
defeat,败北
imagining,在想象的
ganaha_hibiki,我那霸响
locker,储物柜
hot,热的
landscape,风景|景观
tsundere,傲娇
flower_knot,绳结
atago_(azur_lane),爱宕（碧蓝航线）
leg_tattoo,腿部纹身
ryouou_school_uniform,陵樱学园制服
cat_cutout,胸部开口出猫头剪影的服装
hand_on_another's_cheek,手摸着对方的脸颊
no_legwear,裆胯以下裸着
wine_bottle,酒瓶
fusion,融合|合体
milk,牛奶
imminent_rape,正要被强奸
towel_around_neck,披着毛巾的脖子
argyle_background,菱形背景
frilled_collar,花边衣领
fat_man,胖子
jacket_removed,脱下夹克|脱下的夹克
evil_grin,邪恶的露齿笑
soccer_uniform,足球服
assisted_exposure,剥开衣服
pirate_hat,海盗帽
yellow_gloves,黄色手套
tiger,老虎
orange_dress,橙色连衣裙
bird_tail,鸟尾巴
yellow_headwear,黄色头饰
two-sided_fabric,双层样式的服饰画法
checkered_skirt,格子裙
long_tongue,长舌头
cat_lingerie,猫系内衣
road_sign,路标
death,死
crow,乌鸦
sagging_breasts,（因俯身而）下垂的乳房
bat_print,蝙蝠印花
anal_tail,肛尾|插进肛门里的尾巴
asahina_mikuru,朝比奈实玖琉
hatching_(texture),线影法（纹理）
kiseru,烟斗
cat_hair_ornament,猫系发饰
bikini_aside,从三点剥开的比基尼
library,图书馆
hand_on_another's_chin,手托着对方的下巴
very_dark_skin,黑皮
muted_color,哑光
back_cutout,背部开口|露背
starfish,海星
alien,外星人
print_bow,印花蝴蝶结
yellow_panties,黄色内裤
virgin_killer_sweater,处男杀手毛衣
you_gonna_get_raped,要被强奸的flag
1koma,单格漫画
sleeves_pushed_up,袖子往上拉起
on_desk,在书桌上
fingers_together,手指并拢
teacher,教师
sideways_mouth,把嘴画在侧脸
nintendo_switch,任天堂switch
mask_removed,摘下的面具
heart_background,含心形的背景|桃色背景
bikini_tan,泳装晒痕
torn_pants,破损的裤子
1980s_(style),20世纪80年代（风格）
costume,服装
cropped_shirt,短衬衫
soap_bubbles,泡泡
soul_gem,灵魂之石
raised_eyebrow,挑眉
game_console,游戏机
uchiwa,团扇
halftone_background,网点图背景
planted_sword,往地上插的剑
takagaki_kaede,高垣枫
track_pants,运动裤
mechanical_wings,机械翼
school,学校
stick,木条|木棍样式的东西
shy,害羞的
texas_(arknights),德克萨斯（明日方舟）
suitcase,手提箱
shirasaka_koume,白坂小梅
romaji_text,罗马音
bubble_blowing,吹泡泡
album_cover,专辑封面
spoken_blush,表脸红害羞的会话气泡
cum_pool,淌成一滩的精液
colorful,五彩斑斓的
unaligned_breasts,左右乳房动态不一
pink_skin,粉色皮肤
command_spell,令咒
taking_picture,拍照|自拍
gradient_eyes,渐变眼
musical_note_hair_ornament,音符发饰
blue_wings,蓝色翅膀
skadi_(arknights),斯卡蒂（明日方舟）
holding_shield,手持盾牌
mandarin_orange,蜜柑
armchair,扶手椅
holding_candy,手持糖果
clover,三叶草
dragon_wings,龙翼
lifebuoy,救生圈
pouring,浇注|倾倒
school_chair,课堂椅
holding_paper,拿着纸
male_masturbation,男性自慰
pointing_up,向上指
mountainous_horizon,山地地平线
carrot_hair_ornament,胡萝卜发饰
v_over_eye,在眼边比剪刀手
silk,蛛网|虫茧
blue_butterfly,蓝色的蝴蝶
feet_up,翘起脚
demon,恶魔
floppy_ears,大耳朵|下垂的耳朵|飞机耳发型
husband_and_wife,夫妻
coffee_mug,马克杯
tissue_box,纸巾盒
backboob,从背后可看到的胸部
clone,克隆
power_armor,动力装甲
barcode,条形码
heart_necklace,心形项链
multicolored_skirt,多色款裙子
half-closed_eye,半闭的眼睛（单眼）
against_glass,压在玻璃上
blood_from_mouth,嘴角流血
black_suit,黑西服
leather_jacket,皮夹克
blue_sleeves,蓝色袖子
lamia,蛇娘
thong_leotard,丁字紧身衣
orange_jacket,橙色夹克
holding_pen,握笔
snout,动物口鼻部
white_camisole,白色女式背心
lake,湖
the_pose,趴在地上并翘起脚
red_rope,红色绳子
swimming,游泳
multicolored_nails,多彩指甲
smokestack,烟囱
fisheye,鱼眼
fur-trimmed_boots,皮草靴
see-through_silhouette,通过透光的织物看到人体轮廓
black_skin,黑色皮肤
jar,罐子
bandaid_on_knee,膝盖贴着创可贴
komaeda_nagito,狛枝凪斗
paizuri_under_clothes,着衣乳交
flexible,柔韧性好的
red_moon,血月
two-tone_skin,双色皮肤
blue_buruma,蓝色短裤
puddle,水坑
button_gap,天使的小窗
sode,当世袖
pointing_at_self,指着自己
cat_hood,猫耳兜帽
waist_bow,系在前腰的蝴蝶结
dark_nipples,深色的乳头
orange_headwear,橙色头饰
mitakihara_school_uniform,见泷原中学校制服
aiming,瞄准
purple_hairband,紫色发带
underboob_cutout,下乳开口
backwards_hat,反扣的帽子
thorns,荆棘
ambiguous_gender,性别暧昧
no_nipples,没画出乳头
nanamori_school_uniform,七森中学校服
cheek-to-cheek,脸贴脸
novelty_censor,恶搞的马赛克
lanyard,挂绳
arm_hug,挽手
flaccid,未勃起的
shrine,神社
pince-nez,夹鼻眼镜|无脚眼镜
grey_cardigan,灰色开口衬衫
leaning,倚靠|身体倾斜
dolphin_shorts,海豚短裤
robot_ears,机械耳
belt_collar,皮项圈
hose,软管
aerith_gainsborough,艾丽丝·盖恩斯巴勒
shop,商店
holding_cigarette,手叼香烟
metal_collar,金属项圈
brown_scarf,棕色围巾
rei_no_himo,（乳头）激凸
black_rock_shooter_(character),黑岩射手
nude_cover,裸体封面
green_legwear,绿色的裤袜
falling_leaves,落叶
digital_media_player,随身听
paradis_military_uniform,帕拉迪岛军装
banana,香蕉
sleeveless_kimono,无袖和服
purple_bodysuit,紫色紧身衣
skirt_suit,正装短裙
showering,淋浴
spider_lily,彼岸花
spread_ass,扒开屁股
shide,纸垂
kanzaki_ranko,神崎兰子
film_grain,胶片颗粒感|老电影滤镜
what,不知所谓|作者犯病
belfast_(azur_lane),贝尔法斯特（碧蓝航线）
magazine_scan,杂志扫图
spider_web,蜘蛛网
neon_trim,霓虹灯效果
bikini_lift,往上剥开的比基尼
mini_wings,迷你翅膀
pole,杆子
octopus,章鱼
mother_and_son,母子
rooftop,屋顶
cat_paws,猫爪
aqua_bow,水蓝色蝴蝶结
aran_sweater,爱尔兰毛衣
horror_(theme),恐怖（主题）
kunai,苦无
fishing_rod,钓鱼竿
black_flower,黑色的花
yu-gi-oh!_duel_monsters,游戏王 怪兽之决斗
fog,雾
wizard_hat,巫师帽
multiple_wings,多对翅膀
imminent_vaginal,正要被插入的小穴
rapier,西洋剑
2others,2个非人类
chicken,鸡
strapless_bikini,无肩带比基尼
glowing_weapon,发光的武器
print_gloves,印花手套
pentagram,五角星
brand_name_imitation,名牌neta
painting_(object),绘画
pompadour,蓬帕杜发型
red_sailor_collar,红色水手领
photo_background,照片为背景
holding_broom,手持扫帚
yellow_sweater,黄色毛衣
zouri,日式草鞋
cage,笼子
macaron,马卡龙
interface_headset,EVA神经连接器
trefoil,一种女性展示臀部的姿势
purple_rose,紫玫瑰
fur_hat,毛皮帽子
naked_sweater,裸体毛衣
pink_scarf,粉色围巾
wrench,扳手
hair_tucking,撩头发
adjusting_swimsuit,拨弄泳衣
food_print,食物印花
toe_scrunch,蜷着脚趾
cat_boy,猫系男子
needle,针
remote_control,遥控器
slave,奴隶
energy_sword,光剑
violin,小提琴
hands_in_hair,双手拨头发
demon_boy,恶魔男孩
open_door,开门
green_sailor_collar,绿色水手领
american_flag,星条旗
steepled_fingers,指尖抵着指间
hypnosis,催眠|催眠术
butt_plug,肛塞
too_many,太多了
swimsuit_aside,把泳衣的裆部挪到一边
perky_breasts,丰满的乳房
opaque_glasses,没透出眼睛的眼镜
afloat,漂浮
collared_jacket,翻领夹克
blue_hakama,蓝色的袴
gokou_ruri,五更瑠璃
sheep,羊
single_sleeve,单边没有袖管
cake_slice,蛋糕块
pantylines,紧致的裤袜|略透明的裤袜
mascara,睫毛膏
keyboard_(computer),电脑键盘
print_dress,印花连衣裙
holding_bowl,端着碗
sushi,寿司
cream,奶油
policewoman,女警
armpit_hair,腋毛
framed_breasts,勾勒出的乳房|胸部
aqua_(konosuba),阿库娅
drum,鼓
o-ring_bottom,带O型环的下装
real_life_insert,有具体现实的画
copyright,版权
lower_body,下半身
calligraphy_brush,毛笔
explosive,易爆的
floor,地板
left-handed,左撇子
grey_hoodie,灰色连帽衫
vertical-striped_legwear,竖条纹裤袜
egg_vibrator,跳蛋
figure,手办
duel,决斗
scope,瞄准镜
orange_ribbon,橙色丝带
food_on_body,身体上有食物
train,列车|电车
heart_choker,心形项圈
transformation,变形|变型
office_chair,办公椅
orange_flower,橙色的花
fins,鱼鳍
stylus,数绘笔
loose_necktie,松散的领带
medical_eyepatch,医用眼罩
suction_cups,触手吸盘
frilled_gloves,花边手套
map,地图
circle,圆圈
character_profile,角色简介
shiny_pokemon,闪光宝可梦
egyptian,埃及
staring,凝视|盯
concept_art,概念图|三视图进阶
test_tube,试管
paper_bag,纸袋
string_of_fate,命运的红线
frilled_legwear,花边的裤袜
lion_tail,狮子尾巴
dancer,舞者
mouse_girl,鼠娘
uneven_eyes,大小眼
grey_vest,灰色背心
bra_removed,摘下的胸罩
capri_pants,七分裤
ichinose_shiki,一之濑志希
green_leotard,绿色连身衣
striped_tail,条纹尾巴
furisode,振袖
binoculars,双筒望远镜
bandaids_on_nipples,乳头贴着创可贴
rudder_footwear,舰C舰娘专用鞋
lemon,柠檬
horn_bow,系着蝴蝶结的角
envelope,信封
striped_bra,条纹胸罩
reverse_outfit,对原款服装反向使用布料
maid_bikini,女仆比基尼
after_anal,肛交后
holding_towel,拿着毛巾
basketball,篮球
rod_of_remorse,悔悟棒
tight_pants,紧身裤
baozi,包子
bad_feet,脚的画法错误
middle_finger,中指
sake_bottle,酒瓶
candy_apple,苹果糖
multiple_crossover,多部作品的角色或元素同框
blue_scrunchie,蓝色发束
pizza,披萨
rubber_duck,浴缸小黄鸭
hair_beads,发珠
meiji_schoolgirl_uniform,明治年间女学生制服
uranohoshi_school_uniform,浦之星女学院校服
pussy_juice_stain,衣物上有爱液的水渍
commander_(azur_lane),指挥官（碧蓝航线）
pink_leotard,粉色连身衣
breast_slip,胸部走光
chewing_gum,口香糖
arm_belt,臂环
father_and_son,父子
pussy_juice_trail,拉丝的爱液
blue_capelet,蓝色披肩
mismatched_gloves,双色手套
swim_trunks,泳裤
pumps,低胸装高跟鞋打扮
hair_strand,强调一缕一缕感的发型|发丝
covered_collarbone,有衣物裹住的锁骨
stage,舞台
happy_halloween,万圣节快乐
nightcap,睡帽
no_shirt,没穿衬衫
pink_shorts,粉色短裤
finger_gun,手枪手势
pink_cardigan,粉色开口衬衫
squirrel_ears,松鼠耳朵
holding_pokemon,抱着宝可梦
bandage_over_one_eye,绷带遮单眼
parfait,冷糕
holding_mask,拿着面具
submerged,被淹没的
anastasia_(idolmaster),安娜斯塔西娅（偶像大师）
shore,岸
holding_camera,手持摄像机
kindergarten_uniform,幼儿园制服
partially_unzipped,只拉上部分拉链
background_text,背景文字
gradient_sky,倾斜的天空
penis_on_face,阴茎贴着脸
drop_shadow,立绘投影
flashing,露出
shotgun,霰弹枪
grabbing_another's_ass,抓着对方屁股
lineup,一排人
heart-shaped_eyewear,心形眼镜
gothic,哥特式
goggles_around_neck,脖子挂着护目镜
multiple_hair_bows,头发上有多只蝴蝶结
duck,鸭子
gym_shorts,体操短裤
deep_penetration,捅到子宫
riding_crop,马鞭
kirito,桐人
hairpods,头发上成对的像无线蓝牙的发饰
lip_biting,咬嘴唇
dress_bow,连衣裙上的蝴蝶结
colored_pubic_hair,阴毛颜色
reverse_suspended_congress,反向抓双脚
polos_crown,波洛斯皇冠
stirrup_legwear,马镫袜
energy_gun,镭射枪
red_headband,红色头带
cuts,割伤
stomach_tattoo,腹部纹身
tomoe_(symbol),巴纹
piggyback,驮着
green_bra,绿色胸罩
lying_on_person,躺在人身上
kuromorimine_military_uniform,黑森峰女子学园军服
white_vest,白色背心
leotard_aside,把连衣裤裆部剥到一边
hair_twirling,手指卷着头发
harpy,有翼人|半人半鸟|鸟人族
paint_splatter,溅上了涂料
upright_straddle,对坐体位
japari_symbol,加帕里符号
hiding,躲藏
leg_hair,腿毛
black_armor,黑色盔甲
single_kneehigh,单边穿着过膝服饰
artbook,美术集
frilled_swimsuit,花边泳衣
sailor_bikini,水手服款比基尼
clothes_grab,扯着衣物
toy,玩具
tablet_pc,平板电脑
bat_hair_ornament,蝙蝠发饰
reverse_bunnysuit,逆兔女郎
suit_jacket,西装外套
squirrel_tail,松鼠尾巴
katyusha_(girls_und_panzer),喀秋莎（少女与战车）
plaid_dress,格子呢连衣裙
irrumatio,深喉
w_arms,双臂摆出W
hands_in_opposite_sleeves,双手交叉伸进袖子里
holding_underwear,手持内衣
darkness,黑暗
shovel,铲子
earbuds,耳塞
anus_peek,吸睛的肛门
hands_on_another's_shoulders,双手放在别人的肩膀上
yellow_scarf,黄色围巾
holding_lollipop,拿着棒棒糖
bone_hair_ornament,骨头状饰品
audible_speech,有人声
purple_vest,紫色背心
hands_on_another's_face,双手放在别人的脸上
grey_sailor_collar,灰色水手领
egasumi,工霞
audible_music,有音乐
blue-framed_eyewear,蓝框眼镜
penis_awe,亮“枪”
purple_umbrella,紫色雨伞
sandwich,三明治
slime_girl,史莱姆娘
spitroast,前后夹攻（体位）
tomato,番茄
holding_box,端着箱子
magazine_(weapon),弹匣（武器）
arm_around_waist,单手搂腰
ayanami_(azur_lane),绫波（碧蓝航线）
viewfinder,相机取景框
futaba_anzu,双叶杏
orange_bodysuit,橙色紧身衣
layered_bikini,分层比基尼
speaker,发言者
megaphone,扩音器
shikishi,色纸
bleeding,出血
alternate_legwear,与原设不同腿部穿着变化
miniboy,小人儿
loose_belt,松散的带子（衣物）
feather_boa,羽毛围巾
treble_clef,高音符号
bamboo_forest,竹林
grenade,手榴弹
humanization,拟人化
pancake,薄饼
surreal,怪诞的|超现实主义
grinding,性器摩擦|素股
gas_mask,防毒面具
spoken_squiggle,表不满和发牢骚的会话气泡
letterman_jacket,棒球服
pubic_hair_peek,从衣物里露出一部分阴毛
jacket_around_waist,用夹克束腰
soda_can,汽水罐
fighting,战斗中的
plantar_flexion,足底屈曲
goggles_on_headwear,帽子上别着护目镜
bubble_tea,珍珠奶茶
single_leg_pantyhose,单边穿着连裤袜
finger_on_trigger,准备扣扳机的手势
shirt_tug,扯住衬衫
newspaper,报纸
horned_headwear,角状头饰
scowl,怒视|嫌弃的眼神|不满的眼神
lifting_person,将人抱起
skates,溜冰鞋
lily_pad,睡莲
magazine_cover,杂志封面
vegetable,蔬菜
ghost_tail,幽灵尾巴
arms_around_neck,双手搂着脖子
multi-tied_hair,多绑头发|头发绑着多条系带
bunny_print,兔子图案
shooting_star,流星
green_neckwear,绿色的领结
orange_hairband,橙色发带
beer_can,听装啤酒
bag_charm,背包挂件
guro,猎奇
5koma,五格漫画
shirai_kuroko,白井黑子
deepthroat,深喉
hair_tie_in_mouth,将系头发的东西叼在嘴里
spoken_interrobang,会话气泡里出现!?
snowflake_hair_ornament,雪花发饰
piano,钢琴
in_box,在盒子里的|箱内女孩
extra,衍生角色（形象）
leaf_print,叶子印花
ceiling,天花板
pith_helmet,木髓遮阳帽
yellow_rose,黄玫瑰
mochi,麻薯
left-to-right_manga,从左往右读的漫画
open-chest_sweater,开胸毛衣
crotch_rope,胯下捆绑
watson_cross,双腿交叉站姿
thumb_ring,拇指指环
aisaka_taiga,逢坂大河
frying_pan,平底锅
after_fellatio,口交后
heart_in_eye,眼里冒爱心
kanzashi,簪子
thinking,思考
yuki_miku,雪初音
ribbed_dress,棱纹连衣裙
stained_glass,彩色玻璃
bodysuit_under_clothes,紧身衣裤
hand_over_own_mouth,手掩着嘴
vertical-striped_dress,竖条纹连衣裙
hand_on_head,手放在头上
hagoromo,羽衣
gloom_(expression),消沉（表情）
panda,熊猫
yugake,弽
neck_ruff,波浪褶边的领子
heart_in_mouth,嘴里画着爱心|心形化的舌头
ankle_ribbon,踝带
orange_sky,橙色的天空
raccoon_girl,浣熊娘
flip-flops,人字拖
breastless_clothes,露胸的衣服
object_namesake,人与物的同名梗
city_lights,城市灯光背景
caterpillar_tracks,履带
sparkle_background,闪着星光的背景
sheep_ears,羊耳
chemise,吊带胸衣
writing,写作
peeing_self,尿到了自己（身体上）衣服上
american_flag_bikini,星条旗比基尼
torn_bodysuit,破损的紧身衣
lotus,莲花
button_badge,纽扣徽章
red_belt,红色腰带
numbered,编号
flats,无背景|平铺的背景
puppet,木偶|手偶
debris,碎片|残骸
holding_axe,握着斧头
spill,液体从容器中漫出来
public_nudity,野外露出
